simulation_id,start_node,end_node,path_A_distance,path_A_obstacle_cost,path_A_has_risk,path_B_distance,path_B_obstacle_cost,path_B_has_risk,distance_increase,safety_improved
1,三岔路口A,协和礼拜堂,50,500,True,100,0,False,50,True
2,许家园,音乐厅,170,10,False,170,10,False,0,False
3,音乐厅,陡坡B,300,0,False,300,0,False,0,False
4,平路C,协和礼拜堂,40,0,False,40,0,False,0,False
5,天主堂,轮渡码头入口,180,500,True,230,0,False,50,True
6,音乐厅,陡坡B,300,0,False,300,0,False,0,False
7,三岔路口A,陡坡B,30,500,True,120,0,False,90,True
8,福建路路口,三岔路口A,170,500,True,220,0,False,50,True
9,黄荣远堂,天主堂,100,0,False,100,0,False,0,False
10,陡坡B,海天堂构,220,10,False,220,0,False,0,True
11,福建路路口,三岔路口A,170,500,True,220,0,False,50,True
12,海天堂构,陡坡B,220,0,False,220,0,False,0,False
13,平路C,三岔路口A,60,0,False,60,0,False,0,False
14,平路C,音乐厅,320,0,False,320,0,False,0,False
15,三岔路口A,海天堂构,250,510,True,300,0,False,50,True
16,轮渡码头入口,平路C,110,0,False,110,0,False,0,False
17,平路C,许家园,190,0,False,190,0,False,0,False
18,海天堂构,福建路路口,80,0,False,80,0,False,0,False
19,协和礼拜堂,黄荣远堂,180,0,False,180,0,False,0,False
20,黄荣远堂,三岔路口A,230,500,True,280,0,False,50,True
21,黄荣远堂,海天堂构,20,0,False,20,0,False,0,False
22,三岔路口A,福建路路口,170,500,True,220,0,False,50,True
23,平路C,三岔路口A,60,0,False,60,0,False,0,False
24,天主堂,三岔路口A,130,500,True,180,0,False,50,True
25,许家园,福建路路口,30,0,False,30,0,False,0,False
26,三岔路口A,福建路路口,170,500,True,220,0,False,50,True
27,福建路路口,音乐厅,160,0,False,160,0,False,0,False
28,天主堂,许家园,70,0,False,70,0,False,0,False
29,平路C,天主堂,120,0,False,120,0,False,0,False
30,协和礼拜堂,音乐厅,280,0,False,280,0,False,0,False
31,天主堂,陡坡B,100,0,False,100,0,False,0,False
32,天主堂,陡坡B,100,0,False,100,0,False,0,False
33,天主堂,平路C,120,0,False,120,0,False,0,False
34,协和礼拜堂,黄荣远堂,180,0,False,180,0,False,0,False
35,轮渡码头入口,许家园,250,500,True,300,0,False,50,True
36,福建路路口,音乐厅,160,0,False,160,0,False,0,False
37,陡坡B,天主堂,100,0,False,100,0,False,0,False
38,福建路路口,陡坡B,140,0,False,140,0,False,0,False
39,三岔路口A,福建路路口,170,500,True,220,0,False,50,True
40,许家园,海天堂构,50,10,False,50,10,False,0,False
41,天主堂,轮渡码头入口,180,500,True,230,0,False,50,True
42,平路C,海天堂构,240,10,False,240,0,False,0,True
43,海天堂构,协和礼拜堂,200,0,False,200,0,False,0,False
44,黄荣远堂,福建路路口,60,0,False,60,0,False,0,False
45,许家园,黄荣远堂,70,10,False,70,10,False,0,False
46,天主堂,协和礼拜堂,80,0,False,80,0,False,0,False
47,黄荣远堂,协和礼拜堂,180,0,False,180,0,False,0,False
48,天主堂,音乐厅,200,0,False,200,0,False,0,False
49,陡坡B,音乐厅,300,0,False,300,0,False,0,False
50,福建路路口,天主堂,40,0,False,40,0,False,0,False
51,平路C,天主堂,120,0,False,120,0,False,0,False
52,三岔路口A,黄荣远堂,230,500,True,280,0,False,50,True
53,轮渡码头入口,协和礼拜堂,100,500,True,150,0,False,50,True
54,音乐厅,轮渡码头入口,380,500,True,430,0,False,50,True
55,许家园,海天堂构,50,10,False,50,10,False,0,False
56,协和礼拜堂,陡坡B,20,0,False,20,0,False,0,False
57,协和礼拜堂,三岔路口A,50,500,True,100,0,False,50,True
58,天主堂,轮渡码头入口,180,500,True,230,0,False,50,True
59,轮渡码头入口,三岔路口A,50,0,False,50,0,False,0,False
60,天主堂,音乐厅,200,0,False,200,0,False,0,False
61,天主堂,海天堂构,120,10,False,120,0,False,0,True
62,音乐厅,协和礼拜堂,280,0,False,280,0,False,0,False
63,音乐厅,海天堂构,120,0,False,120,0,False,0,False
64,海天堂构,福建路路口,80,0,False,80,0,False,0,False
65,陡坡B,天主堂,100,0,False,100,0,False,0,False
66,音乐厅,平路C,320,0,False,320,0,False,0,False
67,三岔路口A,黄荣远堂,230,500,True,280,0,False,50,True
68,平路C,轮渡码头入口,110,0,False,110,0,False,0,False
69,福建路路口,黄荣远堂,60,0,False,60,0,False,0,False
70,福建路路口,音乐厅,160,0,False,160,0,False,0,False
71,福建路路口,许家园,30,0,False,30,0,False,0,False
72,天主堂,陡坡B,100,0,False,100,0,False,0,False
73,福建路路口,许家园,30,0,False,30,0,False,0,False
74,许家园,音乐厅,170,10,False,170,10,False,0,False
75,福建路路口,音乐厅,160,0,False,160,0,False,0,False
76,海天堂构,三岔路口A,250,500,True,300,0,False,50,True
77,福建路路口,轮渡码头入口,220,500,True,270,0,False,50,True
78,三岔路口A,许家园,200,500,True,250,0,False,50,True
79,轮渡码头入口,三岔路口A,50,0,False,50,0,False,0,False
80,陡坡B,海天堂构,220,10,False,220,0,False,0,True
81,陡坡B,海天堂构,220,10,False,220,0,False,0,True
82,轮渡码头入口,天主堂,180,500,True,230,0,False,50,True
83,轮渡码头入口,许家园,250,500,True,300,0,False,50,True
84,福建路路口,许家园,30,0,False,30,0,False,0,False
85,许家园,平路C,190,0,False,190,0,False,0,False
86,轮渡码头入口,协和礼拜堂,100,500,True,150,0,False,50,True
87,陡坡B,三岔路口A,30,500,True,120,0,False,90,True
88,平路C,三岔路口A,60,0,False,60,0,False,0,False
89,海天堂构,音乐厅,120,0,False,120,0,False,0,False
90,三岔路口A,福建路路口,170,500,True,220,0,False,50,True
91,平路C,协和礼拜堂,40,0,False,40,0,False,0,False
92,许家园,音乐厅,170,10,False,170,10,False,0,False
93,福建路路口,平路C,160,0,False,160,0,False,0,False
94,天主堂,协和礼拜堂,80,0,False,80,0,False,0,False
95,协和礼拜堂,陡坡B,20,0,False,20,0,False,0,False
96,三岔路口A,平路C,60,0,False,60,0,False,0,False
97,轮渡码头入口,三岔路口A,50,0,False,50,0,False,0,False
98,三岔路口A,天主堂,130,500,True,180,0,False,50,True
99,陡坡B,黄荣远堂,200,0,False,200,0,False,0,False
100,许家园,海天堂构,50,10,False,50,10,False,0,False
101,轮渡码头入口,黄荣远堂,280,500,True,330,0,False,50,True
102,音乐厅,黄荣远堂,100,0,False,100,0,False,0,False
103,平路C,黄荣远堂,220,0,False,220,0,False,0,False
104,三岔路口A,轮渡码头入口,50,0,False,50,0,False,0,False
105,轮渡码头入口,音乐厅,380,500,True,430,0,False,50,True
106,福建路路口,协和礼拜堂,120,0,False,120,0,False,0,False
107,轮渡码头入口,黄荣远堂,280,500,True,330,0,False,50,True
108,音乐厅,三岔路口A,330,500,True,380,0,False,50,True
109,黄荣远堂,三岔路口A,230,500,True,280,0,False,50,True
110,音乐厅,天主堂,200,0,False,200,0,False,0,False
111,陡坡B,天主堂,100,0,False,100,0,False,0,False
112,音乐厅,福建路路口,160,0,False,160,0,False,0,False
113,福建路路口,音乐厅,160,0,False,160,0,False,0,False
114,福建路路口,协和礼拜堂,120,0,False,120,0,False,0,False
115,天主堂,轮渡码头入口,180,500,True,230,0,False,50,True
116,陡坡B,音乐厅,300,0,False,300,0,False,0,False
117,轮渡码头入口,陡坡B,80,500,True,170,0,False,90,True
118,平路C,海天堂构,240,10,False,240,0,False,0,True
119,天主堂,陡坡B,100,0,False,100,0,False,0,False
120,三岔路口A,轮渡码头入口,50,0,False,50,0,False,0,False
121,协和礼拜堂,福建路路口,120,0,False,120,0,False,0,False
122,海天堂构,音乐厅,120,0,False,120,0,False,0,False
123,许家园,三岔路口A,200,500,True,250,0,False,50,True
124,福建路路口,天主堂,40,0,False,40,0,False,0,False
125,陡坡B,音乐厅,300,0,False,300,0,False,0,False
126,黄荣远堂,音乐厅,100,0,False,100,0,False,0,False
127,协和礼拜堂,海天堂构,200,10,False,200,0,False,0,True
128,陡坡B,天主堂,100,0,False,100,0,False,0,False
129,福建路路口,海天堂构,80,10,False,80,0,False,0,True
130,许家园,陡坡B,170,0,False,170,0,False,0,False
131,许家园,黄荣远堂,70,10,False,70,10,False,0,False
132,音乐厅,黄荣远堂,100,0,False,100,0,False,0,False
133,陡坡B,黄荣远堂,200,0,False,200,0,False,0,False
134,轮渡码头入口,许家园,250,500,True,300,0,False,50,True
135,天主堂,陡坡B,100,0,False,100,0,False,0,False
136,海天堂构,音乐厅,120,0,False,120,0,False,0,False
137,音乐厅,三岔路口A,330,500,True,380,0,False,50,True
138,陡坡B,许家园,170,0,False,170,0,False,0,False
139,三岔路口A,协和礼拜堂,50,500,True,100,0,False,50,True
140,福建路路口,陡坡B,140,0,False,140,0,False,0,False
141,许家园,海天堂构,50,10,False,50,10,False,0,False
142,黄荣远堂,海天堂构,20,0,False,20,0,False,0,False
143,协和礼拜堂,平路C,40,0,False,40,0,False,0,False
144,轮渡码头入口,陡坡B,80,500,True,170,0,False,90,True
145,三岔路口A,福建路路口,170,500,True,220,0,False,50,True
146,协和礼拜堂,许家园,150,0,False,150,0,False,0,False
147,福建路路口,黄荣远堂,60,0,False,60,0,False,0,False
148,陡坡B,三岔路口A,30,500,True,120,0,False,90,True
149,协和礼拜堂,陡坡B,20,0,False,20,0,False,0,False
150,音乐厅,协和礼拜堂,280,0,False,280,0,False,0,False
151,福建路路口,三岔路口A,170,500,True,220,0,False,50,True
152,平路C,三岔路口A,60,0,False,60,0,False,0,False
153,陡坡B,三岔路口A,30,500,True,120,0,False,90,True
154,天主堂,三岔路口A,130,500,True,180,0,False,50,True
155,音乐厅,海天堂构,120,0,False,120,0,False,0,False
156,轮渡码头入口,三岔路口A,50,0,False,50,0,False,0,False
157,黄荣远堂,许家园,70,10,False,70,10,False,0,False
158,黄荣远堂,协和礼拜堂,180,0,False,180,0,False,0,False
159,许家园,海天堂构,50,10,False,50,10,False,0,False
160,黄荣远堂,音乐厅,100,0,False,100,0,False,0,False
161,海天堂构,音乐厅,120,0,False,120,0,False,0,False
162,陡坡B,轮渡码头入口,80,500,True,170,0,False,90,True
163,海天堂构,黄荣远堂,20,0,False,20,0,False,0,False
164,平路C,天主堂,120,0,False,120,0,False,0,False
165,福建路路口,陡坡B,140,0,False,140,0,False,0,False
166,轮渡码头入口,福建路路口,220,500,True,270,0,False,50,True
167,黄荣远堂,轮渡码头入口,280,500,True,330,0,False,50,True
168,许家园,福建路路口,30,0,False,30,0,False,0,False
169,轮渡码头入口,协和礼拜堂,100,500,True,150,0,False,50,True
170,许家园,天主堂,70,0,False,70,0,False,0,False
171,音乐厅,陡坡B,300,0,False,300,0,False,0,False
172,协和礼拜堂,三岔路口A,50,500,True,100,0,False,50,True
173,黄荣远堂,天主堂,100,0,False,100,0,False,0,False
174,平路C,轮渡码头入口,110,0,False,110,0,False,0,False
175,平路C,轮渡码头入口,110,0,False,110,0,False,0,False
176,许家园,陡坡B,170,0,False,170,0,False,0,False
177,音乐厅,协和礼拜堂,280,0,False,280,0,False,0,False
178,黄荣远堂,海天堂构,20,0,False,20,0,False,0,False
179,陡坡B,三岔路口A,30,500,True,120,0,False,90,True
180,福建路路口,轮渡码头入口,220,500,True,270,0,False,50,True
181,黄荣远堂,平路C,220,0,False,220,0,False,0,False
182,许家园,福建路路口,30,0,False,30,0,False,0,False
183,轮渡码头入口,黄荣远堂,280,500,True,330,0,False,50,True
184,音乐厅,轮渡码头入口,380,500,True,430,0,False,50,True
185,音乐厅,海天堂构,120,0,False,120,0,False,0,False
186,天主堂,陡坡B,100,0,False,100,0,False,0,False
187,海天堂构,天主堂,120,0,False,120,0,False,0,False
188,轮渡码头入口,音乐厅,380,500,True,430,0,False,50,True
189,轮渡码头入口,陡坡B,80,500,True,170,0,False,90,True
190,黄荣远堂,海天堂构,20,0,False,20,0,False,0,False
191,音乐厅,轮渡码头入口,380,500,True,430,0,False,50,True
192,黄荣远堂,平路C,220,0,False,220,0,False,0,False
193,许家园,平路C,190,0,False,190,0,False,0,False
194,音乐厅,许家园,170,10,False,170,10,False,0,False
195,协和礼拜堂,海天堂构,200,10,False,200,0,False,0,True
196,音乐厅,天主堂,200,0,False,200,0,False,0,False
197,海天堂构,三岔路口A,250,500,True,300,0,False,50,True
198,海天堂构,音乐厅,120,0,False,120,0,False,0,False
199,福建路路口,三岔路口A,170,500,True,220,0,False,50,True
200,天主堂,平路C,120,0,False,120,0,False,0,False
201,音乐厅,轮渡码头入口,380,500,True,430,0,False,50,True
202,天主堂,音乐厅,200,0,False,200,0,False,0,False
203,许家园,福建路路口,30,0,False,30,0,False,0,False
204,三岔路口A,福建路路口,170,500,True,220,0,False,50,True
205,黄荣远堂,许家园,70,10,False,70,10,False,0,False
206,音乐厅,陡坡B,300,0,False,300,0,False,0,False
207,三岔路口A,天主堂,130,500,True,180,0,False,50,True
208,平路C,海天堂构,240,10,False,240,0,False,0,True
209,轮渡码头入口,平路C,110,0,False,110,0,False,0,False
210,三岔路口A,音乐厅,330,500,True,380,0,False,50,True
211,协和礼拜堂,福建路路口,120,0,False,120,0,False,0,False
212,平路C,许家园,190,0,False,190,0,False,0,False
213,三岔路口A,黄荣远堂,230,500,True,280,0,False,50,True
214,轮渡码头入口,黄荣远堂,280,500,True,330,0,False,50,True
215,三岔路口A,天主堂,130,500,True,180,0,False,50,True
216,天主堂,音乐厅,200,0,False,200,0,False,0,False
217,平路C,许家园,190,0,False,190,0,False,0,False
218,平路C,许家园,190,0,False,190,0,False,0,False
219,轮渡码头入口,平路C,110,0,False,110,0,False,0,False
220,天主堂,陡坡B,100,0,False,100,0,False,0,False
221,海天堂构,三岔路口A,250,500,True,300,0,False,50,True
222,陡坡B,天主堂,100,0,False,100,0,False,0,False
223,黄荣远堂,平路C,220,0,False,220,0,False,0,False
224,海天堂构,平路C,240,0,False,240,0,False,0,False
225,福建路路口,音乐厅,160,0,False,160,0,False,0,False
226,三岔路口A,音乐厅,330,500,True,380,0,False,50,True
227,天主堂,陡坡B,100,0,False,100,0,False,0,False
228,天主堂,黄荣远堂,100,0,False,100,0,False,0,False
229,福建路路口,协和礼拜堂,120,0,False,120,0,False,0,False
230,陡坡B,协和礼拜堂,20,0,False,20,0,False,0,False
231,音乐厅,平路C,320,0,False,320,0,False,0,False
232,海天堂构,福建路路口,80,0,False,80,0,False,0,False
233,平路C,三岔路口A,60,0,False,60,0,False,0,False
234,福建路路口,轮渡码头入口,220,500,True,270,0,False,50,True
235,陡坡B,福建路路口,140,0,False,140,0,False,0,False
236,音乐厅,海天堂构,120,0,False,120,0,False,0,False
237,陡坡B,福建路路口,140,0,False,140,0,False,0,False
238,海天堂构,许家园,50,10,False,50,10,False,0,False
239,陡坡B,音乐厅,300,0,False,300,0,False,0,False
240,天主堂,音乐厅,200,0,False,200,0,False,0,False
241,音乐厅,福建路路口,160,0,False,160,0,False,0,False
242,福建路路口,海天堂构,80,10,False,80,0,False,0,True
243,福建路路口,海天堂构,80,10,False,80,0,False,0,True
244,轮渡码头入口,福建路路口,220,500,True,270,0,False,50,True
245,平路C,福建路路口,160,0,False,160,0,False,0,False
246,福建路路口,陡坡B,140,0,False,140,0,False,0,False
247,音乐厅,陡坡B,300,0,False,300,0,False,0,False
248,许家园,天主堂,70,0,False,70,0,False,0,False
249,陡坡B,轮渡码头入口,80,500,True,170,0,False,90,True
250,黄荣远堂,三岔路口A,230,500,True,280,0,False,50,True
251,海天堂构,天主堂,120,0,False,120,0,False,0,False
252,陡坡B,天主堂,100,0,False,100,0,False,0,False
253,音乐厅,轮渡码头入口,380,500,True,430,0,False,50,True
254,黄荣远堂,平路C,220,0,False,220,0,False,0,False
255,海天堂构,平路C,240,0,False,240,0,False,0,False
256,音乐厅,天主堂,200,0,False,200,0,False,0,False
257,音乐厅,天主堂,200,0,False,200,0,False,0,False
258,轮渡码头入口,天主堂,180,500,True,230,0,False,50,True
259,协和礼拜堂,福建路路口,120,0,False,120,0,False,0,False
260,海天堂构,陡坡B,220,0,False,220,0,False,0,False
261,平路C,陡坡B,60,0,False,60,0,False,0,False
262,三岔路口A,福建路路口,170,500,True,220,0,False,50,True
263,平路C,陡坡B,60,0,False,60,0,False,0,False
264,平路C,协和礼拜堂,40,0,False,40,0,False,0,False
265,福建路路口,音乐厅,160,0,False,160,0,False,0,False
266,海天堂构,陡坡B,220,0,False,220,0,False,0,False
267,协和礼拜堂,平路C,40,0,False,40,0,False,0,False
268,陡坡B,协和礼拜堂,20,0,False,20,0,False,0,False
269,陡坡B,三岔路口A,30,500,True,120,0,False,90,True
270,平路C,三岔路口A,60,0,False,60,0,False,0,False
271,海天堂构,三岔路口A,250,500,True,300,0,False,50,True
272,天主堂,海天堂构,120,10,False,120,0,False,0,True
273,海天堂构,音乐厅,120,0,False,120,0,False,0,False
274,福建路路口,轮渡码头入口,220,500,True,270,0,False,50,True
275,三岔路口A,陡坡B,30,500,True,120,0,False,90,True
276,许家园,黄荣远堂,70,10,False,70,10,False,0,False
277,轮渡码头入口,许家园,250,500,True,300,0,False,50,True
278,音乐厅,轮渡码头入口,380,500,True,430,0,False,50,True
279,音乐厅,福建路路口,160,0,False,160,0,False,0,False
280,许家园,福建路路口,30,0,False,30,0,False,0,False
281,音乐厅,天主堂,200,0,False,200,0,False,0,False
282,海天堂构,许家园,50,10,False,50,10,False,0,False
283,三岔路口A,陡坡B,30,500,True,120,0,False,90,True
284,天主堂,陡坡B,100,0,False,100,0,False,0,False
285,许家园,黄荣远堂,70,10,False,70,10,False,0,False
286,海天堂构,福建路路口,80,0,False,80,0,False,0,False
287,陡坡B,协和礼拜堂,20,0,False,20,0,False,0,False
288,音乐厅,天主堂,200,0,False,200,0,False,0,False
289,黄荣远堂,协和礼拜堂,180,0,False,180,0,False,0,False
290,许家园,陡坡B,170,0,False,170,0,False,0,False
291,海天堂构,协和礼拜堂,200,0,False,200,0,False,0,False
292,黄荣远堂,陡坡B,200,0,False,200,0,False,0,False
293,福建路路口,三岔路口A,170,500,True,220,0,False,50,True
294,天主堂,三岔路口A,130,500,True,180,0,False,50,True
295,轮渡码头入口,许家园,250,500,True,300,0,False,50,True
296,音乐厅,平路C,320,0,False,320,0,False,0,False
297,平路C,黄荣远堂,220,0,False,220,0,False,0,False
298,福建路路口,黄荣远堂,60,0,False,60,0,False,0,False
299,平路C,海天堂构,240,10,False,240,0,False,0,True
300,许家园,轮渡码头入口,250,500,True,300,0,False,50,True
301,许家园,协和礼拜堂,150,0,False,150,0,False,0,False
302,天主堂,黄荣远堂,100,0,False,100,0,False,0,False
303,海天堂构,陡坡B,220,0,False,220,0,False,0,False
304,海天堂构,陡坡B,220,0,False,220,0,False,0,False
305,协和礼拜堂,陡坡B,20,0,False,20,0,False,0,False
306,许家园,福建路路口,30,0,False,30,0,False,0,False
307,平路C,三岔路口A,60,0,False,60,0,False,0,False
308,陡坡B,音乐厅,300,0,False,300,0,False,0,False
309,陡坡B,许家园,170,0,False,170,0,False,0,False
310,黄荣远堂,海天堂构,20,0,False,20,0,False,0,False
311,海天堂构,三岔路口A,250,500,True,300,0,False,50,True
312,协和礼拜堂,三岔路口A,50,500,True,100,0,False,50,True
313,协和礼拜堂,许家园,150,0,False,150,0,False,0,False
314,三岔路口A,海天堂构,250,510,True,300,0,False,50,True
315,陡坡B,三岔路口A,30,500,True,120,0,False,90,True
316,音乐厅,福建路路口,160,0,False,160,0,False,0,False
317,音乐厅,协和礼拜堂,280,0,False,280,0,False,0,False
318,平路C,黄荣远堂,220,0,False,220,0,False,0,False
319,天主堂,福建路路口,40,0,False,40,0,False,0,False
320,许家园,音乐厅,170,10,False,170,10,False,0,False
321,黄荣远堂,天主堂,100,0,False,100,0,False,0,False
322,平路C,海天堂构,240,10,False,240,0,False,0,True
323,轮渡码头入口,福建路路口,220,500,True,270,0,False,50,True
324,平路C,天主堂,120,0,False,120,0,False,0,False
325,天主堂,轮渡码头入口,180,500,True,230,0,False,50,True
326,音乐厅,协和礼拜堂,280,0,False,280,0,False,0,False
327,协和礼拜堂,许家园,150,0,False,150,0,False,0,False
328,福建路路口,许家园,30,0,False,30,0,False,0,False
329,海天堂构,协和礼拜堂,200,0,False,200,0,False,0,False
330,三岔路口A,协和礼拜堂,50,500,True,100,0,False,50,True
331,轮渡码头入口,海天堂构,300,510,True,350,0,False,50,True
332,福建路路口,轮渡码头入口,220,500,True,270,0,False,50,True
333,平路C,许家园,190,0,False,190,0,False,0,False
334,平路C,天主堂,120,0,False,120,0,False,0,False
335,黄荣远堂,音乐厅,100,0,False,100,0,False,0,False
336,平路C,福建路路口,160,0,False,160,0,False,0,False
337,音乐厅,许家园,170,10,False,170,10,False,0,False
338,平路C,天主堂,120,0,False,120,0,False,0,False
339,福建路路口,海天堂构,80,10,False,80,0,False,0,True
340,音乐厅,三岔路口A,330,500,True,380,0,False,50,True
341,平路C,音乐厅,320,0,False,320,0,False,0,False
342,许家园,三岔路口A,200,500,True,250,0,False,50,True
343,天主堂,许家园,70,0,False,70,0,False,0,False
344,许家园,天主堂,70,0,False,70,0,False,0,False
345,轮渡码头入口,福建路路口,220,500,True,270,0,False,50,True
346,天主堂,许家园,70,0,False,70,0,False,0,False
347,天主堂,海天堂构,120,10,False,120,0,False,0,True
348,天主堂,海天堂构,120,10,False,120,0,False,0,True
349,许家园,海天堂构,50,10,False,50,10,False,0,False
350,陡坡B,轮渡码头入口,80,500,True,170,0,False,90,True
351,协和礼拜堂,黄荣远堂,180,0,False,180,0,False,0,False
352,黄荣远堂,三岔路口A,230,500,True,280,0,False,50,True
353,福建路路口,轮渡码头入口,220,500,True,270,0,False,50,True
354,平路C,天主堂,120,0,False,120,0,False,0,False
355,音乐厅,福建路路口,160,0,False,160,0,False,0,False
356,天主堂,黄荣远堂,100,0,False,100,0,False,0,False
357,陡坡B,三岔路口A,30,500,True,120,0,False,90,True
358,轮渡码头入口,福建路路口,220,500,True,270,0,False,50,True
359,轮渡码头入口,平路C,110,0,False,110,0,False,0,False
360,三岔路口A,天主堂,130,500,True,180,0,False,50,True
361,天主堂,海天堂构,120,10,False,120,0,False,0,True
362,福建路路口,许家园,30,0,False,30,0,False,0,False
363,轮渡码头入口,福建路路口,220,500,True,270,0,False,50,True
364,平路C,福建路路口,160,0,False,160,0,False,0,False
365,陡坡B,平路C,60,0,False,60,0,False,0,False
366,福建路路口,海天堂构,80,10,False,80,0,False,0,True
367,三岔路口A,轮渡码头入口,50,0,False,50,0,False,0,False
368,黄荣远堂,轮渡码头入口,280,500,True,330,0,False,50,True
369,黄荣远堂,陡坡B,200,0,False,200,0,False,0,False
370,三岔路口A,平路C,60,0,False,60,0,False,0,False
371,平路C,陡坡B,60,0,False,60,0,False,0,False
372,协和礼拜堂,海天堂构,200,10,False,200,0,False,0,True
373,协和礼拜堂,音乐厅,280,0,False,280,0,False,0,False
374,音乐厅,海天堂构,120,0,False,120,0,False,0,False
375,轮渡码头入口,黄荣远堂,280,500,True,330,0,False,50,True
376,海天堂构,音乐厅,120,0,False,120,0,False,0,False
377,陡坡B,黄荣远堂,200,0,False,200,0,False,0,False
378,福建路路口,轮渡码头入口,220,500,True,270,0,False,50,True
379,黄荣远堂,轮渡码头入口,280,500,True,330,0,False,50,True
380,天主堂,福建路路口,40,0,False,40,0,False,0,False
381,平路C,福建路路口,160,0,False,160,0,False,0,False
382,海天堂构,福建路路口,80,0,False,80,0,False,0,False
383,音乐厅,三岔路口A,330,500,True,380,0,False,50,True
384,海天堂构,音乐厅,120,0,False,120,0,False,0,False
385,黄荣远堂,陡坡B,200,0,False,200,0,False,0,False
386,海天堂构,轮渡码头入口,300,500,True,350,0,False,50,True
387,海天堂构,协和礼拜堂,200,0,False,200,0,False,0,False
388,许家园,轮渡码头入口,250,500,True,300,0,False,50,True
389,三岔路口A,海天堂构,250,510,True,300,0,False,50,True
390,海天堂构,协和礼拜堂,200,0,False,200,0,False,0,False
391,轮渡码头入口,天主堂,180,500,True,230,0,False,50,True
392,协和礼拜堂,福建路路口,120,0,False,120,0,False,0,False
393,天主堂,许家园,70,0,False,70,0,False,0,False
394,轮渡码头入口,福建路路口,220,500,True,270,0,False,50,True
395,轮渡码头入口,福建路路口,220,500,True,270,0,False,50,True
396,福建路路口,轮渡码头入口,220,500,True,270,0,False,50,True
397,三岔路口A,黄荣远堂,230,500,True,280,0,False,50,True
398,音乐厅,轮渡码头入口,380,500,True,430,0,False,50,True
399,协和礼拜堂,音乐厅,280,0,False,280,0,False,0,False
400,福建路路口,平路C,160,0,False,160,0,False,0,False
401,协和礼拜堂,海天堂构,200,10,False,200,0,False,0,True
402,天主堂,福建路路口,40,0,False,40,0,False,0,False
403,福建路路口,黄荣远堂,60,0,False,60,0,False,0,False
404,福建路路口,许家园,30,0,False,30,0,False,0,False
405,许家园,三岔路口A,200,500,True,250,0,False,50,True
406,黄荣远堂,许家园,70,10,False,70,10,False,0,False
407,黄荣远堂,音乐厅,100,0,False,100,0,False,0,False
408,海天堂构,许家园,50,10,False,50,10,False,0,False
409,许家园,轮渡码头入口,250,500,True,300,0,False,50,True
410,黄荣远堂,天主堂,100,0,False,100,0,False,0,False
411,协和礼拜堂,轮渡码头入口,100,500,True,150,0,False,50,True
412,天主堂,协和礼拜堂,80,0,False,80,0,False,0,False
413,陡坡B,三岔路口A,30,500,True,120,0,False,90,True
414,福建路路口,三岔路口A,170,500,True,220,0,False,50,True
415,海天堂构,黄荣远堂,20,0,False,20,0,False,0,False
416,海天堂构,音乐厅,120,0,False,120,0,False,0,False
417,轮渡码头入口,黄荣远堂,280,500,True,330,0,False,50,True
418,协和礼拜堂,天主堂,80,0,False,80,0,False,0,False
419,音乐厅,平路C,320,0,False,320,0,False,0,False
420,陡坡B,海天堂构,220,10,False,220,0,False,0,True
421,黄荣远堂,海天堂构,20,0,False,20,0,False,0,False
422,黄荣远堂,福建路路口,60,0,False,60,0,False,0,False
423,许家园,音乐厅,170,10,False,170,10,False,0,False
424,音乐厅,平路C,320,0,False,320,0,False,0,False
425,许家园,协和礼拜堂,150,0,False,150,0,False,0,False
426,平路C,音乐厅,320,0,False,320,0,False,0,False
427,许家园,轮渡码头入口,250,500,True,300,0,False,50,True
428,协和礼拜堂,天主堂,80,0,False,80,0,False,0,False
429,黄荣远堂,天主堂,100,0,False,100,0,False,0,False
430,陡坡B,海天堂构,220,10,False,220,0,False,0,True
431,黄荣远堂,轮渡码头入口,280,500,True,330,0,False,50,True
432,天主堂,许家园,70,0,False,70,0,False,0,False
433,音乐厅,轮渡码头入口,380,500,True,430,0,False,50,True
434,陡坡B,天主堂,100,0,False,100,0,False,0,False
435,福建路路口,协和礼拜堂,120,0,False,120,0,False,0,False
436,三岔路口A,陡坡B,30,500,True,120,0,False,90,True
437,海天堂构,福建路路口,80,0,False,80,0,False,0,False
438,三岔路口A,音乐厅,330,500,True,380,0,False,50,True
439,轮渡码头入口,陡坡B,80,500,True,170,0,False,90,True
440,音乐厅,福建路路口,160,0,False,160,0,False,0,False
441,平路C,海天堂构,240,10,False,240,0,False,0,True
442,天主堂,许家园,70,0,False,70,0,False,0,False
443,福建路路口,协和礼拜堂,120,0,False,120,0,False,0,False
444,三岔路口A,海天堂构,250,510,True,300,0,False,50,True
445,轮渡码头入口,福建路路口,220,500,True,270,0,False,50,True
446,福建路路口,许家园,30,0,False,30,0,False,0,False
447,天主堂,平路C,120,0,False,120,0,False,0,False
448,黄荣远堂,轮渡码头入口,280,500,True,330,0,False,50,True
449,平路C,许家园,190,0,False,190,0,False,0,False
450,黄荣远堂,陡坡B,200,0,False,200,0,False,0,False
451,音乐厅,许家园,170,10,False,170,10,False,0,False
452,福建路路口,许家园,30,0,False,30,0,False,0,False
453,平路C,轮渡码头入口,110,0,False,110,0,False,0,False
454,平路C,三岔路口A,60,0,False,60,0,False,0,False
