simulation_id,start_node,end_node,path_A_distance,path_A_obstacle_cost,path_A_has_risk,path_B_distance,path_B_obstacle_cost,path_B_has_risk
245,协和礼拜堂,天主堂,40,500,True,120,0,False
246,福建路中段,轮渡码头入口,230,550,True,250,50,False
247,黄荣远堂,轮渡码头入口,270,570,True,290,70,False
248,许家园,海天堂构,70,20,False,70,20,False
249,仰高别墅,鹿礁路口,310,950,True,330,450,True
250,李传别宅,许家园,130,60,False,130,60,False
251,天主堂,海天堂构,180,50,False,180,50,False
252,鹿礁路口,李传别宅,120,520,True,140,20,False
253,轮渡码头入口,黄荣远堂,270,570,True,290,70,False
254,鹿礁路口,黄荣远堂,220,570,True,240,70,False
255,福建路中段,鹿礁路口,180,550,True,200,50,False
256,天主堂,福建路中段,110,50,False,110,50,False
257,仰高别墅,福建路中段,130,400,True,130,400,True
258,福建路中段,协和礼拜堂,150,550,True,230,50,False
259,黄荣远堂,许家园,30,10,False,30,10,False
260,协和礼拜堂,海天堂构,220,550,True,300,50,False
261,协和礼拜堂,李传别宅,90,520,True,170,20,False
262,许家园,鹿礁路口,250,580,True,270,80,False
263,黄荣远堂,鹿礁路口,220,570,True,240,70,False
264,仰高别墅,许家园,130,420,True,130,420,True
265,轮渡码头入口,天主堂,120,500,True,140,0,False
266,许家园,协和礼拜堂,220,580,True,300,80,False
267,黄荣远堂,福建路中段,40,20,False,40,20,False
268,鹿礁路口,黄荣远堂,220,570,True,240,70,False
269,海天堂构,仰高别墅,60,400,True,60,400,True
270,黄荣远堂,福建路中段,40,20,False,40,20,False
271,黄荣远堂,仰高别墅,100,410,True,100,410,True
272,海天堂构,李传别宅,130,30,False,130,30,False
273,天主堂,协和礼拜堂,40,500,True,120,0,False
274,协和礼拜堂,仰高别墅,280,950,True,360,450,True
275,许家园,李传别宅,130,60,False,130,60,False
276,天主堂,海天堂构,180,50,False,180,50,False
277,仰高别墅,海天堂构,60,400,True,60,400,True
278,鹿礁路口,福建路中段,180,550,True,200,50,False
279,福建路中段,轮渡码头入口,230,550,True,250,50,False
280,仰高别墅,黄荣远堂,100,410,True,100,410,True
281,黄荣远堂,协和礼拜堂,190,570,True,270,70,False
282,许家园,海天堂构,70,20,False,70,20,False
283,黄荣远堂,海天堂构,40,10,False,40,10,False
284,鹿礁路口,黄荣远堂,220,570,True,240,70,False
285,许家园,天主堂,180,80,False,180,80,False
286,李传别宅,协和礼拜堂,90,520,True,170,20,False
287,福建路中段,许家园,70,30,False,70,30,False
288,李传别宅,海天堂构,130,30,False,130,30,False
289,海天堂构,黄荣远堂,40,10,False,40,10,False
290,仰高别墅,轮渡码头入口,360,950,True,380,450,True
291,李传别宅,仰高别墅,190,430,True,190,430,True
292,海天堂构,李传别宅,130,30,False,130,30,False
293,轮渡码头入口,李传别宅,170,520,True,190,20,False
294,仰高别墅,李传别宅,190,430,True,190,430,True
295,黄荣远堂,许家园,30,10,False,30,10,False
296,海天堂构,鹿礁路口,250,550,True,270,50,False
297,协和礼拜堂,鹿礁路口,30,0,False,30,0,False
298,鹿礁路口,福建路中段,180,550,True,200,50,False
299,海天堂构,许家园,70,20,False,70,20,False
300,轮渡码头入口,海天堂构,300,550,True,320,50,False
301,黄荣远堂,天主堂,150,70,False,150,70,False
302,轮渡码头入口,天主堂,120,500,True,140,0,False
303,黄荣远堂,仰高别墅,100,410,True,100,410,True
304,鹿礁路口,海天堂构,250,550,True,270,50,False
305,仰高别墅,黄荣远堂,100,410,True,100,410,True
306,海天堂构,协和礼拜堂,220,550,True,300,50,False
307,许家园,海天堂构,70,20,False,70,20,False
308,黄荣远堂,鹿礁路口,220,570,True,240,70,False
309,天主堂,仰高别墅,240,450,True,240,450,True
310,轮渡码头入口,鹿礁路口,50,0,False,50,0,False
311,仰高别墅,许家园,130,420,True,130,420,True
312,福建路中段,海天堂构,70,0,False,70,0,False
313,协和礼拜堂,福建路中段,150,550,True,230,50,False
314,黄荣远堂,鹿礁路口,220,570,True,240,70,False
315,轮渡码头入口,李传别宅,170,520,True,190,20,False
316,黄荣远堂,许家园,30,10,False,30,10,False
317,协和礼拜堂,轮渡码头入口,80,0,False,80,0,False
318,黄荣远堂,天主堂,150,70,False,150,70,False
319,协和礼拜堂,许家园,220,580,True,300,80,False
320,协和礼拜堂,轮渡码头入口,80,0,False,80,0,False
321,海天堂构,轮渡码头入口,300,550,True,320,50,False
322,鹿礁路口,海天堂构,250,550,True,270,50,False
323,鹿礁路口,黄荣远堂,220,570,True,240,70,False
324,福建路中段,鹿礁路口,180,550,True,200,50,False
325,仰高别墅,轮渡码头入口,360,950,True,380,450,True
326,协和礼拜堂,许家园,220,580,True,300,80,False
327,仰高别墅,协和礼拜堂,280,950,True,360,450,True
328,海天堂构,黄荣远堂,40,10,False,40,10,False
329,福建路中段,仰高别墅,130,400,True,130,400,True
330,李传别宅,协和礼拜堂,90,520,True,170,20,False
331,许家园,天主堂,180,80,False,180,80,False
332,福建路中段,鹿礁路口,180,550,True,200,50,False
333,鹿礁路口,天主堂,70,500,True,90,0,False
334,轮渡码头入口,仰高别墅,360,950,True,380,450,True
335,鹿礁路口,协和礼拜堂,30,0,False,30,0,False
336,海天堂构,福建路中段,70,0,False,70,0,False
337,许家园,福建路中段,70,30,False,70,30,False
338,轮渡码头入口,协和礼拜堂,80,0,False,80,0,False
339,海天堂构,许家园,70,20,False,70,20,False
340,福建路中段,许家园,70,30,False,70,30,False
341,天主堂,福建路中段,110,50,False,110,50,False
342,鹿礁路口,福建路中段,180,550,True,200,50,False
343,李传别宅,天主堂,50,20,False,50,20,False
344,福建路中段,鹿礁路口,180,550,True,200,50,False
345,海天堂构,仰高别墅,60,400,True,60,400,True
346,轮渡码头入口,协和礼拜堂,80,0,False,80,0,False
347,李传别宅,协和礼拜堂,90,520,True,170,20,False
348,轮渡码头入口,黄荣远堂,270,570,True,290,70,False
349,鹿礁路口,福建路中段,180,550,True,200,50,False
350,黄荣远堂,许家园,30,10,False,30,10,False
351,许家园,仰高别墅,130,420,True,130,420,True
352,仰高别墅,李传别宅,190,430,True,190,430,True
353,鹿礁路口,轮渡码头入口,50,0,False,50,0,False
354,黄荣远堂,天主堂,150,70,False,150,70,False
355,仰高别墅,海天堂构,60,400,True,60,400,True
356,轮渡码头入口,鹿礁路口,50,0,False,50,0,False
357,鹿礁路口,仰高别墅,310,950,True,330,450,True
358,许家园,李传别宅,130,60,False,130,60,False
359,轮渡码头入口,福建路中段,230,550,True,250,50,False
360,黄荣远堂,海天堂构,40,10,False,40,10,False
361,海天堂构,福建路中段,70,0,False,70,0,False
362,仰高别墅,鹿礁路口,310,950,True,330,450,True
363,许家园,协和礼拜堂,220,580,True,300,80,False
364,海天堂构,李传别宅,130,30,False,130,30,False
365,天主堂,协和礼拜堂,40,500,True,120,0,False
366,福建路中段,黄荣远堂,40,20,False,40,20,False
367,海天堂构,李传别宅,130,30,False,130,30,False
368,黄荣远堂,仰高别墅,100,410,True,100,410,True
369,许家园,李传别宅,130,60,False,130,60,False
370,鹿礁路口,轮渡码头入口,50,0,False,50,0,False
371,仰高别墅,协和礼拜堂,280,950,True,360,450,True
372,仰高别墅,协和礼拜堂,280,950,True,360,450,True
373,海天堂构,黄荣远堂,40,10,False,40,10,False
374,许家园,福建路中段,70,30,False,70,30,False
375,轮渡码头入口,仰高别墅,360,950,True,380,450,True
376,李传别宅,协和礼拜堂,90,520,True,170,20,False
377,海天堂构,仰高别墅,60,400,True,60,400,True
378,鹿礁路口,海天堂构,250,550,True,270,50,False
379,福建路中段,协和礼拜堂,150,550,True,230,50,False
380,天主堂,李传别宅,50,20,False,50,20,False
381,许家园,海天堂构,70,20,False,70,20,False
382,福建路中段,轮渡码头入口,230,550,True,250,50,False
383,仰高别墅,黄荣远堂,100,410,True,100,410,True
384,仰高别墅,协和礼拜堂,280,950,True,360,450,True
385,鹿礁路口,协和礼拜堂,30,0,False,30,0,False
386,许家园,鹿礁路口,250,580,True,270,80,False
387,协和礼拜堂,天主堂,40,500,True,120,0,False
388,福建路中段,轮渡码头入口,230,550,True,250,50,False
389,福建路中段,黄荣远堂,40,20,False,40,20,False
390,黄荣远堂,天主堂,150,70,False,150,70,False
391,海天堂构,李传别宅,130,30,False,130,30,False
392,李传别宅,协和礼拜堂,90,520,True,170,20,False
393,轮渡码头入口,天主堂,120,500,True,140,0,False
394,福建路中段,仰高别墅,130,400,True,130,400,True
395,黄荣远堂,福建路中段,40,20,False,40,20,False
396,福建路中段,仰高别墅,130,400,True,130,400,True
397,仰高别墅,黄荣远堂,100,410,True,100,410,True
398,协和礼拜堂,福建路中段,150,550,True,230,50,False
399,李传别宅,鹿礁路口,120,520,True,140,20,False
400,鹿礁路口,协和礼拜堂,30,0,False,30,0,False
401,李传别宅,海天堂构,130,30,False,130,30,False
402,海天堂构,鹿礁路口,250,550,True,270,50,False
403,协和礼拜堂,天主堂,40,500,True,120,0,False
404,鹿礁路口,黄荣远堂,220,570,True,240,70,False
405,许家园,仰高别墅,130,420,True,130,420,True
406,仰高别墅,许家园,130,420,True,130,420,True
407,海天堂构,许家园,70,20,False,70,20,False
408,海天堂构,许家园,70,20,False,70,20,False
409,协和礼拜堂,天主堂,40,500,True,120,0,False
410,鹿礁路口,黄荣远堂,220,570,True,240,70,False
411,轮渡码头入口,仰高别墅,360,950,True,380,450,True
412,协和礼拜堂,海天堂构,220,550,True,300,50,False
413,仰高别墅,许家园,130,420,True,130,420,True
414,海天堂构,鹿礁路口,250,550,True,270,50,False
415,仰高别墅,许家园,130,420,True,130,420,True
416,鹿礁路口,许家园,250,580,True,270,80,False
417,协和礼拜堂,福建路中段,150,550,True,230,50,False
418,海天堂构,福建路中段,70,0,False,70,0,False
419,李传别宅,协和礼拜堂,90,520,True,170,20,False
420,福建路中段,海天堂构,70,0,False,70,0,False
421,福建路中段,海天堂构,70,0,False,70,0,False
422,黄荣远堂,仰高别墅,100,410,True,100,410,True
423,轮渡码头入口,黄荣远堂,270,570,True,290,70,False
424,轮渡码头入口,鹿礁路口,50,0,False,50,0,False
425,海天堂构,黄荣远堂,40,10,False,40,10,False
426,天主堂,协和礼拜堂,40,500,True,120,0,False
427,仰高别墅,轮渡码头入口,360,950,True,380,450,True
428,轮渡码头入口,海天堂构,300,550,True,320,50,False
429,协和礼拜堂,海天堂构,220,550,True,300,50,False
430,天主堂,轮渡码头入口,120,500,True,140,0,False
431,许家园,轮渡码头入口,300,580,True,320,80,False
432,海天堂构,许家园,70,20,False,70,20,False
433,轮渡码头入口,福建路中段,230,550,True,250,50,False
434,鹿礁路口,仰高别墅,310,950,True,330,450,True
435,海天堂构,李传别宅,130,30,False,130,30,False
436,黄荣远堂,海天堂构,40,10,False,40,10,False
437,协和礼拜堂,李传别宅,90,520,True,170,20,False
438,仰高别墅,福建路中段,130,400,True,130,400,True
439,李传别宅,福建路中段,60,30,False,60,30,False
440,福建路中段,仰高别墅,130,400,True,130,400,True
441,协和礼拜堂,天主堂,40,500,True,120,0,False
442,协和礼拜堂,轮渡码头入口,80,0,False,80,0,False
443,黄荣远堂,天主堂,150,70,False,150,70,False
444,天主堂,海天堂构,180,50,False,180,50,False
445,黄荣远堂,天主堂,150,70,False,150,70,False
446,福建路中段,许家园,70,30,False,70,30,False
447,仰高别墅,鹿礁路口,310,950,True,330,450,True
448,协和礼拜堂,李传别宅,90,520,True,170,20,False
449,海天堂构,鹿礁路口,250,550,True,270,50,False
450,鹿礁路口,黄荣远堂,220,570,True,240,70,False
451,轮渡码头入口,海天堂构,300,550,True,320,50,False
452,轮渡码头入口,鹿礁路口,50,0,False,50,0,False
453,天主堂,轮渡码头入口,120,500,True,140,0,False
454,许家园,李传别宅,130,60,False,130,60,False
455,许家园,福建路中段,70,30,False,70,30,False
456,轮渡码头入口,福建路中段,230,550,True,250,50,False
457,天主堂,福建路中段,110,50,False,110,50,False
458,仰高别墅,鹿礁路口,310,950,True,330,450,True
459,李传别宅,海天堂构,130,30,False,130,30,False
460,协和礼拜堂,福建路中段,150,550,True,230,50,False
461,福建路中段,轮渡码头入口,230,550,True,250,50,False
462,天主堂,协和礼拜堂,40,500,True,120,0,False
463,黄荣远堂,海天堂构,40,10,False,40,10,False
464,许家园,仰高别墅,130,420,True,130,420,True
465,许家园,李传别宅,130,60,False,130,60,False
466,黄荣远堂,许家园,30,10,False,30,10,False
467,协和礼拜堂,许家园,220,580,True,300,80,False
468,黄荣远堂,轮渡码头入口,270,570,True,290,70,False
469,海天堂构,轮渡码头入口,300,550,True,320,50,False
470,轮渡码头入口,许家园,300,580,True,320,80,False
471,许家园,仰高别墅,130,420,True,130,420,True
472,福建路中段,许家园,70,30,False,70,30,False
473,福建路中段,轮渡码头入口,230,550,True,250,50,False
474,李传别宅,海天堂构,130,30,False,130,30,False
475,轮渡码头入口,天主堂,120,500,True,140,0,False
476,鹿礁路口,福建路中段,180,550,True,200,50,False
477,海天堂构,天主堂,180,50,False,180,50,False
478,海天堂构,鹿礁路口,250,550,True,270,50,False
479,黄荣远堂,许家园,30,10,False,30,10,False
480,海天堂构,黄荣远堂,40,10,False,40,10,False
481,天主堂,协和礼拜堂,40,500,True,120,0,False
482,仰高别墅,李传别宅,190,430,True,190,430,True
483,黄荣远堂,仰高别墅,100,410,True,100,410,True
484,鹿礁路口,海天堂构,250,550,True,270,50,False
485,轮渡码头入口,许家园,300,580,True,320,80,False
486,许家园,鹿礁路口,250,580,True,270,80,False
487,协和礼拜堂,仰高别墅,280,950,True,360,450,True
488,仰高别墅,海天堂构,60,400,True,60,400,True
489,黄荣远堂,李传别宅,100,50,False,100,50,False
490,许家园,海天堂构,70,20,False,70,20,False
491,许家园,黄荣远堂,30,10,False,30,10,False
492,天主堂,福建路中段,110,50,False,110,50,False
493,许家园,天主堂,180,80,False,180,80,False
494,海天堂构,福建路中段,70,0,False,70,0,False
495,李传别宅,福建路中段,60,30,False,60,30,False
496,福建路中段,黄荣远堂,40,20,False,40,20,False
497,天主堂,福建路中段,110,50,False,110,50,False
498,天主堂,仰高别墅,240,450,True,240,450,True
499,仰高别墅,李传别宅,190,430,True,190,430,True
500,李传别宅,许家园,130,60,False,130,60,False
501,福建路中段,天主堂,110,50,False,110,50,False
502,李传别宅,福建路中段,60,30,False,60,30,False
503,轮渡码头入口,许家园,300,580,True,320,80,False
504,黄荣远堂,天主堂,150,70,False,150,70,False
505,仰高别墅,天主堂,240,450,True,240,450,True
506,许家园,李传别宅,130,60,False,130,60,False
507,海天堂构,轮渡码头入口,300,550,True,320,50,False
508,李传别宅,仰高别墅,190,430,True,190,430,True
509,鹿礁路口,黄荣远堂,220,570,True,240,70,False
510,李传别宅,轮渡码头入口,170,520,True,190,20,False
511,协和礼拜堂,李传别宅,90,520,True,170,20,False
512,天主堂,协和礼拜堂,40,500,True,120,0,False
513,仰高别墅,轮渡码头入口,360,950,True,380,450,True
514,福建路中段,黄荣远堂,40,20,False,40,20,False
515,天主堂,仰高别墅,240,450,True,240,450,True
516,海天堂构,轮渡码头入口,300,550,True,320,50,False
517,许家园,协和礼拜堂,220,580,True,300,80,False
518,仰高别墅,许家园,130,420,True,130,420,True
519,仰高别墅,福建路中段,130,400,True,130,400,True
520,许家园,海天堂构,70,20,False,70,20,False
521,轮渡码头入口,鹿礁路口,50,0,False,50,0,False
522,许家园,鹿礁路口,250,580,True,270,80,False
523,轮渡码头入口,海天堂构,300,550,True,320,50,False
524,李传别宅,鹿礁路口,120,520,True,140,20,False
525,许家园,天主堂,180,80,False,180,80,False
526,许家园,仰高别墅,130,420,True,130,420,True
527,许家园,福建路中段,70,30,False,70,30,False
528,天主堂,许家园,180,80,False,180,80,False
529,仰高别墅,李传别宅,190,430,True,190,430,True
530,许家园,天主堂,180,80,False,180,80,False
531,黄荣远堂,福建路中段,40,20,False,40,20,False
532,协和礼拜堂,仰高别墅,280,950,True,360,450,True
533,鹿礁路口,福建路中段,180,550,True,200,50,False
534,海天堂构,轮渡码头入口,300,550,True,320,50,False
535,许家园,鹿礁路口,250,580,True,270,80,False
536,天主堂,鹿礁路口,70,500,True,90,0,False
537,协和礼拜堂,海天堂构,220,550,True,300,50,False
538,协和礼拜堂,李传别宅,90,520,True,170,20,False
539,协和礼拜堂,天主堂,40,500,True,120,0,False
540,黄荣远堂,福建路中段,40,20,False,40,20,False
541,许家园,黄荣远堂,30,10,False,30,10,False
542,福建路中段,许家园,70,30,False,70,30,False
543,天主堂,海天堂构,180,50,False,180,50,False
544,鹿礁路口,黄荣远堂,220,570,True,240,70,False
545,许家园,福建路中段,70,30,False,70,30,False
546,海天堂构,许家园,70,20,False,70,20,False
547,黄荣远堂,海天堂构,40,10,False,40,10,False
548,仰高别墅,福建路中段,130,400,True,130,400,True
549,仰高别墅,协和礼拜堂,280,950,True,360,450,True
550,黄荣远堂,天主堂,150,70,False,150,70,False
551,轮渡码头入口,协和礼拜堂,80,0,False,80,0,False
552,许家园,轮渡码头入口,300,580,True,320,80,False
553,轮渡码头入口,福建路中段,230,550,True,250,50,False
554,天主堂,海天堂构,180,50,False,180,50,False
555,李传别宅,福建路中段,60,30,False,60,30,False
556,轮渡码头入口,天主堂,120,500,True,140,0,False
557,鹿礁路口,仰高别墅,310,950,True,330,450,True
558,协和礼拜堂,仰高别墅,280,950,True,360,450,True
559,海天堂构,许家园,70,20,False,70,20,False
560,海天堂构,协和礼拜堂,220,550,True,300,50,False
561,协和礼拜堂,天主堂,40,500,True,120,0,False
562,天主堂,鹿礁路口,70,500,True,90,0,False
563,许家园,轮渡码头入口,300,580,True,320,80,False
564,轮渡码头入口,福建路中段,230,550,True,250,50,False
565,李传别宅,轮渡码头入口,170,520,True,190,20,False
566,许家园,黄荣远堂,30,10,False,30,10,False
567,许家园,轮渡码头入口,300,580,True,320,80,False
568,鹿礁路口,许家园,250,580,True,270,80,False
569,轮渡码头入口,鹿礁路口,50,0,False,50,0,False
570,福建路中段,协和礼拜堂,150,550,True,230,50,False
571,轮渡码头入口,海天堂构,300,550,True,320,50,False
572,海天堂构,福建路中段,70,0,False,70,0,False
573,李传别宅,福建路中段,60,30,False,60,30,False
574,海天堂构,轮渡码头入口,300,550,True,320,50,False
575,许家园,黄荣远堂,30,10,False,30,10,False
576,海天堂构,协和礼拜堂,220,550,True,300,50,False
577,协和礼拜堂,海天堂构,220,550,True,300,50,False
578,海天堂构,天主堂,180,50,False,180,50,False
579,轮渡码头入口,海天堂构,300,550,True,320,50,False
580,仰高别墅,天主堂,240,450,True,240,450,True
581,轮渡码头入口,鹿礁路口,50,0,False,50,0,False
582,福建路中段,鹿礁路口,180,550,True,200,50,False
583,福建路中段,协和礼拜堂,150,550,True,230,50,False
584,海天堂构,天主堂,180,50,False,180,50,False
585,协和礼拜堂,轮渡码头入口,80,0,False,80,0,False
586,福建路中段,鹿礁路口,180,550,True,200,50,False
587,仰高别墅,鹿礁路口,310,950,True,330,450,True
588,仰高别墅,鹿礁路口,310,950,True,330,450,True
589,轮渡码头入口,海天堂构,300,550,True,320,50,False
590,李传别宅,福建路中段,60,30,False,60,30,False
591,海天堂构,许家园,70,20,False,70,20,False
592,李传别宅,协和礼拜堂,90,520,True,170,20,False
593,黄荣远堂,天主堂,150,70,False,150,70,False
594,许家园,鹿礁路口,250,580,True,270,80,False
595,许家园,福建路中段,70,30,False,70,30,False
596,协和礼拜堂,仰高别墅,280,950,True,360,450,True
597,海天堂构,协和礼拜堂,220,550,True,300,50,False
598,仰高别墅,海天堂构,60,400,True,60,400,True
599,黄荣远堂,李传别宅,100,50,False,100,50,False
600,海天堂构,许家园,70,20,False,70,20,False
601,黄荣远堂,仰高别墅,100,410,True,100,410,True
602,协和礼拜堂,鹿礁路口,30,0,False,30,0,False
603,天主堂,海天堂构,180,50,False,180,50,False
604,海天堂构,黄荣远堂,40,10,False,40,10,False
605,协和礼拜堂,海天堂构,220,550,True,300,50,False
606,鹿礁路口,协和礼拜堂,30,0,False,30,0,False
607,海天堂构,李传别宅,130,30,False,130,30,False
608,福建路中段,轮渡码头入口,230,550,True,250,50,False
609,天主堂,协和礼拜堂,40,500,True,120,0,False
610,福建路中段,天主堂,110,50,False,110,50,False
611,鹿礁路口,协和礼拜堂,30,0,False,30,0,False
612,协和礼拜堂,李传别宅,90,520,True,170,20,False
613,轮渡码头入口,协和礼拜堂,80,0,False,80,0,False
614,协和礼拜堂,海天堂构,220,550,True,300,50,False
615,仰高别墅,鹿礁路口,310,950,True,330,450,True
616,海天堂构,李传别宅,130,30,False,130,30,False
617,仰高别墅,黄荣远堂,100,410,True,100,410,True
618,海天堂构,仰高别墅,60,400,True,60,400,True
619,鹿礁路口,福建路中段,180,550,True,200,50,False
620,海天堂构,仰高别墅,60,400,True,60,400,True
621,仰高别墅,轮渡码头入口,360,950,True,380,450,True
622,海天堂构,天主堂,180,50,False,180,50,False
623,黄荣远堂,鹿礁路口,220,570,True,240,70,False
624,福建路中段,天主堂,110,50,False,110,50,False
625,黄荣远堂,鹿礁路口,220,570,True,240,70,False
626,李传别宅,协和礼拜堂,90,520,True,170,20,False
627,黄荣远堂,轮渡码头入口,270,570,True,290,70,False
628,许家园,仰高别墅,130,420,True,130,420,True
629,天主堂,鹿礁路口,70,500,True,90,0,False
630,许家园,海天堂构,70,20,False,70,20,False
631,海天堂构,许家园,70,20,False,70,20,False
632,李传别宅,鹿礁路口,120,520,True,140,20,False
633,黄荣远堂,福建路中段,40,20,False,40,20,False
634,许家园,福建路中段,70,30,False,70,30,False
635,李传别宅,海天堂构,130,30,False,130,30,False
636,鹿礁路口,福建路中段,180,550,True,200,50,False
637,海天堂构,仰高别墅,60,400,True,60,400,True
638,海天堂构,天主堂,180,50,False,180,50,False
639,许家园,鹿礁路口,250,580,True,270,80,False
640,海天堂构,黄荣远堂,40,10,False,40,10,False
641,海天堂构,鹿礁路口,250,550,True,270,50,False
642,海天堂构,福建路中段,70,0,False,70,0,False
643,鹿礁路口,许家园,250,580,True,270,80,False
644,黄荣远堂,天主堂,150,70,False,150,70,False
645,天主堂,仰高别墅,240,450,True,240,450,True
646,仰高别墅,天主堂,240,450,True,240,450,True
647,协和礼拜堂,海天堂构,220,550,True,300,50,False
648,天主堂,福建路中段,110,50,False,110,50,False
649,轮渡码头入口,福建路中段,230,550,True,250,50,False
650,福建路中段,许家园,70,30,False,70,30,False
651,仰高别墅,黄荣远堂,100,410,True,100,410,True
652,鹿礁路口,协和礼拜堂,30,0,False,30,0,False
653,天主堂,鹿礁路口,70,500,True,90,0,False
654,李传别宅,天主堂,50,20,False,50,20,False
655,许家园,黄荣远堂,30,10,False,30,10,False
656,鹿礁路口,天主堂,70,500,True,90,0,False
657,鹿礁路口,福建路中段,180,550,True,200,50,False
658,福建路中段,协和礼拜堂,150,550,True,230,50,False
659,黄荣远堂,福建路中段,40,20,False,40,20,False
660,许家园,轮渡码头入口,300,580,True,320,80,False
661,天主堂,轮渡码头入口,120,500,True,140,0,False
662,天主堂,轮渡码头入口,120,500,True,140,0,False
663,协和礼拜堂,海天堂构,220,550,True,300,50,False
664,轮渡码头入口,天主堂,120,500,True,140,0,False
665,许家园,福建路中段,70,30,False,70,30,False
666,协和礼拜堂,仰高别墅,280,950,True,360,450,True
667,李传别宅,海天堂构,130,30,False,130,30,False
668,协和礼拜堂,许家园,220,580,True,300,80,False
669,协和礼拜堂,福建路中段,150,550,True,230,50,False
670,海天堂构,仰高别墅,60,400,True,60,400,True
671,许家园,黄荣远堂,30,10,False,30,10,False
672,福建路中段,李传别宅,60,30,False,60,30,False
673,轮渡码头入口,鹿礁路口,50,0,False,50,0,False
674,海天堂构,福建路中段,70,0,False,70,0,False
675,天主堂,福建路中段,110,50,False,110,50,False
676,许家园,仰高别墅,130,420,True,130,420,True
677,鹿礁路口,协和礼拜堂,30,0,False,30,0,False
678,天主堂,海天堂构,180,50,False,180,50,False
679,黄荣远堂,海天堂构,40,10,False,40,10,False
680,鹿礁路口,李传别宅,120,520,True,140,20,False
681,协和礼拜堂,海天堂构,220,550,True,300,50,False
682,许家园,轮渡码头入口,300,580,True,320,80,False
683,天主堂,黄荣远堂,150,70,False,150,70,False
684,许家园,海天堂构,70,20,False,70,20,False
685,天主堂,鹿礁路口,70,500,True,90,0,False
686,协和礼拜堂,天主堂,40,500,True,120,0,False
687,许家园,李传别宅,130,60,False,130,60,False
688,天主堂,福建路中段,110,50,False,110,50,False
689,海天堂构,协和礼拜堂,220,550,True,300,50,False
690,海天堂构,仰高别墅,60,400,True,60,400,True
691,仰高别墅,李传别宅,190,430,True,190,430,True
692,天主堂,协和礼拜堂,40,500,True,120,0,False
693,仰高别墅,天主堂,240,450,True,240,450,True
694,黄荣远堂,许家园,30,10,False,30,10,False
695,福建路中段,协和礼拜堂,150,550,True,230,50,False
696,轮渡码头入口,李传别宅,170,520,True,190,20,False
697,仰高别墅,许家园,130,420,True,130,420,True
698,李传别宅,许家园,130,60,False,130,60,False
699,天主堂,福建路中段,110,50,False,110,50,False
700,福建路中段,海天堂构,70,0,False,70,0,False
701,黄荣远堂,天主堂,150,70,False,150,70,False
702,海天堂构,轮渡码头入口,300,550,True,320,50,False
703,轮渡码头入口,海天堂构,300,550,True,320,50,False
704,海天堂构,仰高别墅,60,400,True,60,400,True
705,李传别宅,许家园,130,60,False,130,60,False
706,海天堂构,福建路中段,70,0,False,70,0,False
707,协和礼拜堂,海天堂构,220,550,True,300,50,False
708,天主堂,轮渡码头入口,120,500,True,140,0,False
709,天主堂,福建路中段,110,50,False,110,50,False
710,福建路中段,天主堂,110,50,False,110,50,False
711,鹿礁路口,黄荣远堂,220,570,True,240,70,False
712,仰高别墅,李传别宅,190,430,True,190,430,True
713,李传别宅,天主堂,50,20,False,50,20,False
714,轮渡码头入口,天主堂,120,500,True,140,0,False
715,李传别宅,海天堂构,130,30,False,130,30,False
716,黄荣远堂,协和礼拜堂,190,570,True,270,70,False
717,协和礼拜堂,轮渡码头入口,80,0,False,80,0,False
718,仰高别墅,轮渡码头入口,360,950,True,380,450,True
719,福建路中段,轮渡码头入口,230,550,True,250,50,False
720,鹿礁路口,李传别宅,120,520,True,140,20,False
721,协和礼拜堂,李传别宅,90,520,True,170,20,False
722,仰高别墅,黄荣远堂,100,410,True,100,410,True
723,福建路中段,天主堂,110,50,False,110,50,False
724,黄荣远堂,协和礼拜堂,190,570,True,270,70,False
725,协和礼拜堂,许家园,220,580,True,300,80,False
726,协和礼拜堂,福建路中段,150,550,True,230,50,False
727,天主堂,协和礼拜堂,40,500,True,120,0,False
728,鹿礁路口,仰高别墅,310,950,True,330,450,True
729,轮渡码头入口,海天堂构,300,550,True,320,50,False
730,许家园,海天堂构,70,20,False,70,20,False
731,仰高别墅,天主堂,240,450,True,240,450,True
732,天主堂,仰高别墅,240,450,True,240,450,True
733,鹿礁路口,许家园,250,580,True,270,80,False
734,海天堂构,仰高别墅,60,400,True,60,400,True
735,鹿礁路口,天主堂,70,500,True,90,0,False
736,鹿礁路口,天主堂,70,500,True,90,0,False
737,海天堂构,李传别宅,130,30,False,130,30,False
738,李传别宅,海天堂构,130,30,False,130,30,False
739,黄荣远堂,仰高别墅,100,410,True,100,410,True
740,协和礼拜堂,许家园,220,580,True,300,80,False
741,福建路中段,李传别宅,60,30,False,60,30,False
742,天主堂,黄荣远堂,150,70,False,150,70,False
743,许家园,协和礼拜堂,220,580,True,300,80,False
744,仰高别墅,天主堂,240,450,True,240,450,True
745,仰高别墅,许家园,130,420,True,130,420,True
746,许家园,福建路中段,70,30,False,70,30,False
747,仰高别墅,鹿礁路口,310,950,True,330,450,True
748,轮渡码头入口,海天堂构,300,550,True,320,50,False
749,天主堂,鹿礁路口,70,500,True,90,0,False
750,许家园,天主堂,180,80,False,180,80,False
751,轮渡码头入口,黄荣远堂,270,570,True,290,70,False
